,user_group,anime_id,sub_year
160,10,21,2002
161,10,289,2002
162,10,449,2003
163,10,445,2003
164,10,477,2003
165,10,518,2003
166,10,564,2003
167,10,259,2003
168,10,621,2003
169,10,129,2003
170,10,640,2003
171,10,692,2003
172,10,710,2003
173,10,835,2003
174,10,751,2003
175,10,618,2003
176,10,323,2003
177,10,959,2003
178,10,453,2003
179,10,1087,2003
180,10,979,2003
181,10,1001,2003
182,10,896,2003
183,10,1015,2003
184,10,1056,2003
185,10,1057,2003
186,10,1052,2003
187,10,144,2003
188,10,1268,2004
189,10,1297,2004
190,10,1431,2004
191,10,1536,2004
192,10,1539,2004
193,10,1641,2004
194,10,2400,2004
195,10,1677,2004
196,10,92,2004
197,10,1542,2004
198,10,1810,2004
199,10,2147,2004
200,10,1726,2004
201,10,1806,2004
202,10,47,2004
203,10,1554,2004
204,10,2369,2004
205,10,2386,2004
206,10,2404,2004
207,10,1868,2004
208,10,2391,2004
209,10,2326,2004
210,10,2186,2004
211,10,2580,2004
212,10,2605,2005
213,10,2733,2005
214,10,2835,2005
215,10,2710,2005
216,10,1619,2005
217,10,3321,2005
218,10,3512,2005
219,10,4172,2006
220,10,4472,2006
221,10,3703,2006
222,10,4214,2006
223,10,4691,2007
224,10,4906,2007
225,10,5941,2008
226,10,6644,2009
227,11,5,2002
228,11,15,2002
229,11,4,2002
230,11,24,2002
231,11,48,2002
232,11,50,2002
233,11,74,2002
234,11,113,2002
235,11,114,2002
236,11,84,2002
237,11,124,2002
238,11,116,2002
239,11,70,2002
240,11,187,2002
241,11,177,2002
242,11,178,2002
243,11,413,2002
244,11,251,2002
245,11,586,2003
246,11,14,2003
247,11,692,2003
248,11,1093,2003
249,11,1057,2003
250,11,106,2005
251,12,32,2002
252,12,17,2002
253,12,74,2002
254,12,12,2002
255,12,14,2002
256,12,272,2002
257,12,247,2002
258,12,201,2002
259,12,245,2002
260,12,252,2002
261,12,353,2002
262,12,448,2003
263,12,445,2003
264,12,450,2003
265,12,447,2003
266,12,449,2003
267,12,472,2003
268,12,473,2003
269,12,518,2003
270,12,555,2003
271,12,563,2003
272,12,474,2003
273,12,586,2003
274,12,624,2003
275,12,634,2003
276,12,581,2003
277,12,621,2003
278,12,673,2003
279,12,681,2003
280,12,632,2003
281,12,575,2003
282,12,579,2003
283,12,113,2003
284,12,640,2003
285,12,467,2003
286,12,710,2003
287,12,271,2003
288,12,692,2003
289,12,835,2003
290,12,751,2003
291,12,26,2003
292,12,959,2003
293,12,894,2003
294,12,1081,2003
295,12,1002,2003
296,12,1056,2003
297,12,824,2003
298,12,1052,2003
299,12,998,2004
300,12,1268,2004
301,12,1329,2004
302,12,1265,2004
303,12,1532,2004
304,12,480,2004
305,12,191,2004
306,12,2759,2004
307,12,8986,2012
308,13,13,2002
309,13,14,2002
310,13,36,2002
311,13,42,2002
312,13,60,2002
313,13,96,2002
314,13,113,2002
315,13,17,2002
316,13,272,2002
317,13,240,2002
318,13,445,2003
319,13,413,2003
320,13,586,2003
321,13,634,2003
322,13,837,2003
323,13,618,2003
324,13,82,2003
325,13,1297,2004
326,13,550,2004
327,14,8,2002
328,14,30,2002
329,14,32,2002
330,14,488,2003
331,15,144,2002
332,15,480,2003
333,15,20,2003
334,15,8,2003
335,15,550,2004
336,15,32,2004
337,15,564,2006
338,16,30,2002
339,16,9,2002
340,16,93,2002
341,16,17,2002
342,16,131,2002
343,16,187,2002
344,16,568,2003
345,16,161,2003
346,16,259,2003
347,16,750,2003
348,16,751,2003
349,16,15,2003
350,16,113,2003
351,16,16,2003
352,16,12,2004
353,16,270,2004
354,16,20,2005
355,16,323,2005
356,17,9,2002
357,17,516,2003
358,17,539,2003
359,17,541,2003
360,17,481,2003
361,17,323,2003
362,17,1063,2003
363,17,1092,2003
364,17,296,2004
365,17,156,2004
366,17,21,2005
367,17,2659,2005
368,17,4243,2006
369,17,4893,2007
370,17,5424,2008
371,18,150,2002
372,18,351,2002
373,18,100,2003
374,18,270,2004
375,19,21,2002
376,19,16,2002
377,19,94,2002
378,19,34,2002
379,19,129,2002
380,19,13,2002
381,19,293,2002
382,19,271,2002
383,19,325,2002
384,19,91,2002
385,19,85,2002
386,19,19,2003
387,19,555,2003
388,19,82,2004
389,19,92,2004
390,19,550,2004
391,20,106,2002
392,20,124,2002
393,20,183,2002
394,20,269,2002
395,20,272,2002
396,20,293,2002
397,20,161,2002
398,20,439,2003
399,20,15,2003
400,20,126,2003
401,20,621,2003
402,20,640,2003
403,20,488,2003
404,20,474,2003
405,20,834,2003
406,20,896,2003
407,20,787,2003
408,20,895,2004
409,20,550,2004
410,20,843,2004
411,20,2162,2004
412,20,1769,2004
413,20,2002,2005
414,20,2605,2005
415,20,2984,2005
416,20,581,2007
417,21,70,2002
418,21,106,2002
419,21,108,2002
420,21,109,2002
421,21,518,2003
422,21,1015,2003
423,21,16,2004
424,21,911,2005
425,21,801,2005
426,21,581,2007
427,22,17,2002
428,22,32,2002
429,22,252,2002
430,22,93,2002
431,22,34,2003
432,23,14,2002
433,23,5,2002
434,23,96,2002
435,23,113,2002
436,23,175,2002
437,23,239,2002
438,23,251,2002
439,23,259,2002
440,23,290,2002
441,23,260,2002
442,23,449,2003
443,23,448,2003
444,23,518,2003
445,23,586,2003
446,23,645,2003
447,23,640,2003
448,23,853,2003
449,23,26,2003
450,23,979,2003
451,23,895,2003
452,23,1002,2003
453,23,1015,2003
454,23,1099,2003
455,23,1654,2004
456,23,1551,2004
457,23,1641,2004
458,23,1542,2004
459,23,2369,2004
460,23,2533,2005
461,23,2742,2005
462,23,2745,2005
463,23,2835,2005
464,23,3067,2005
465,23,3433,2005
466,23,6005,2008
467,23,5941,2008
468,23,6049,2008
469,23,6026,2009
470,23,6424,2009
471,23,6441,2009
472,23,6467,2009
473,23,6275,2009
474,23,6438,2009
475,23,6466,2009
476,23,4999,2009
477,23,6644,2009
478,23,6777,2009
479,23,7234,2010
480,23,7506,2010
481,23,7949,2011
482,24,35,2002
483,24,89,2002
484,24,444,2003
485,24,888,2003
486,24,479,2004
487,24,1413,2004
488,25,33,2002
489,25,203,2002
490,25,132,2003
491,25,56,2003
492,25,480,2003
493,25,1180,2004
494,25,477,2004
495,25,2994,2005
496,25,645,2006
497,26,53,2002
498,26,82,2002
499,26,23,2002
500,26,60,2002
501,26,1,2002
502,26,32,2002
503,26,135,2002
504,26,145,2002
505,26,171,2002
506,26,177,2002
507,26,179,2002
508,26,190,2002
509,26,191,2002
510,26,207,2002
511,26,223,2002
512,26,227,2002
513,26,25,2002
514,26,91,2002
515,26,270,2002
516,26,76,2002
517,26,224,2002
518,26,406,2003
519,26,199,2003
520,26,24,2003
521,26,433,2003
522,26,488,2003
523,26,904,2003
524,26,131,2003
525,26,102,2003
526,26,46,2003
527,26,101,2003
528,26,963,2004
529,26,114,2005
530,26,455,2005
531,26,14,2005
532,26,240,2007
533,27,12,2002
534,27,323,2003
535,27,2391,2005
536,27,3321,2005
537,27,3703,2006
538,28,34,2002
539,29,35,2002
540,29,106,2002
541,29,142,2002
542,29,17,2002
543,29,170,2002
544,29,294,2002
545,29,291,2002
546,29,389,2002
547,29,89,2002
548,29,439,2003
549,29,458,2003
550,29,475,2003
551,29,444,2003
552,29,161,2003
553,29,60,2003
554,29,959,2003
555,29,15,2003
556,29,124,2003
557,29,4,2003
558,29,1139,2003
559,29,400,2004
560,29,144,2004
561,29,16,2004
562,29,2733,2005
563,30,35,2002
564,30,240,2002
565,30,93,2004
566,31,35,2002
567,31,82,2003
568,31,131,2003
569,31,72,2004
570,32,12,2002
571,32,133,2002
572,32,24,2002
573,32,555,2003
574,33,24,2002
575,33,86,2002
576,33,156,2002
577,33,447,2003
578,33,609,2003
579,33,70,2004
580,34,46,2002
581,34,114,2002
582,34,93,2002
583,34,32,2002
584,34,131,2002
585,34,221,2003
586,34,4,2003
587,34,177,2003
588,34,394,2003
589,34,113,2003
590,34,1,2003
591,34,86,2003
592,34,5,2003
593,34,271,2003
594,34,894,2003
595,34,444,2003
596,34,963,2003
597,34,458,2003
598,34,473,2003
599,34,247,2003
600,34,837,2003
601,34,751,2004
602,34,15,2004
603,34,896,2004
604,34,1297,2004
605,34,1176,2004
606,34,1002,2004
607,34,1544,2004
608,34,1675,2004
609,34,2400,2004
610,34,1654,2004
611,34,1540,2004
612,34,1251,2004
613,34,1543,2005
614,34,2478,2005
615,34,269,2005
616,34,624,2005
617,34,2002,2005
618,34,1093,2006
619,34,4350,2007
620,34,5029,2007
621,35,186,2002
622,35,170,2003
623,35,56,2006
624,35,46,2009
625,35,6408,2010
626,35,407,2011
627,36,32,2002
628,36,12,2002
629,36,47,2002
630,36,247,2002
631,37,458,2004
632,37,2810,2005
633,37,607,2005
634,37,2695,2005
635,37,106,2005
636,37,1868,2005
637,37,3433,2005
638,37,3291,2006
639,37,4396,2007
640,37,225,2007
641,37,751,2007
642,37,34,2007
643,37,4729,2008
644,37,16,2008
645,37,12,2009
646,37,109,2009
647,37,847,2009
648,37,6424,2009
649,37,630,2009
650,38,46,2002
651,39,46,2002
652,39,148,2003
653,39,520,2003
654,39,541,2003
655,39,449,2003
656,39,581,2003
657,39,641,2003
658,39,639,2003
659,39,847,2003
660,39,675,2003
661,39,642,2003
662,39,84,2003
663,39,895,2003
664,39,1000,2003
665,39,1100,2003
666,39,1085,2003
667,39,1677,2004
668,39,1663,2004
669,39,1724,2004
670,39,2410,2004
671,39,2822,2005
672,39,2733,2005
673,39,2828,2005
674,39,150,2005
675,39,3186,2005
676,39,4143,2006
677,39,4046,2006
678,39,4563,2006
679,39,4833,2007
680,39,5223,2007
681,39,5234,2007
682,39,1810,2008
683,39,5671,2008
684,39,6130,2009
685,39,6367,2009
686,39,5855,2010
687,39,9979,2013
688,41,1,2002
689,41,99,2002
690,41,177,2002
691,41,178,2002
692,41,416,2002
693,41,406,2003
694,41,455,2003
695,41,32,2003
696,41,4,2003
697,41,114,2003
698,41,372,2003
699,41,432,2003
700,41,50,2003
701,41,454,2003
702,41,199,2003
703,41,171,2003
704,41,23,2003
705,41,13,2003
706,41,74,2003
707,41,830,2003
708,41,407,2003
709,41,107,2003
710,41,904,2003
711,41,47,2003
712,41,550,2003
713,41,109,2003
714,41,412,2003
715,41,96,2003
716,41,8941,2004
717,41,201,2004
718,41,72,2004
719,41,1015,2004
720,41,35,2004
721,41,345,2005
722,41,2745,2005
723,41,1554,2006
724,41,2142,2007
725,41,70,2007
726,42,60,2002
727,42,140,2002
728,42,102,2002
729,42,414,2003
730,42,177,2003
731,42,922,2003
732,42,170,2003
733,43,60,2002
734,43,144,2002
735,43,107,2002
736,43,54,2004
737,44,60,2002
738,44,971,2004
739,44,88,2004
740,44,35,2005
741,45,144,2002
742,45,24,2002
743,45,358,2003
744,45,432,2003
745,45,17,2004
746,45,920,2004
747,47,17,2002
748,47,24,2002
749,47,96,2002
750,47,132,2002
751,47,34,2002
752,47,480,2003
753,47,14,2003
754,47,259,2003
755,47,12,2003
756,47,8,2003
757,47,1508,2004
758,47,699,2006
759,47,1214,2006
760,47,92,2006
761,47,508,2007
762,48,17,2002
763,48,47,2002
764,48,24,2002
765,48,32,2003
766,48,86,2005
767,49,853,2004
768,50,132,2002
769,50,192,2002
770,50,301,2003
771,50,109,2003
772,50,272,2003
773,50,830,2003
774,50,902,2003
775,50,16,2003
776,51,70,2002
777,52,70,2002
778,53,70,2002
779,53,96,2002
780,53,445,2003
781,53,458,2003
782,53,92,2003
783,53,630,2003
784,53,581,2003
785,53,42,2003
786,53,822,2003
787,53,837,2003
788,53,656,2003
789,53,1551,2004
790,54,675,2003
791,55,47,2002
792,55,93,2002
793,55,413,2003
794,55,607,2003
795,55,699,2003
796,55,12,2005
797,55,1214,2006
798,56,102,2003
799,56,583,2004
800,57,74,2002
801,57,56,2002
802,57,201,2002
803,57,642,2003
804,57,47,2004
805,58,56,2002
806,58,144,2002
807,58,85,2003
808,59,223,2003
809,61,323,2002
810,61,412,2002
811,61,21,2003
812,61,488,2003
813,61,25,2003
814,61,26,2003
815,61,1081,2003
816,61,106,2004
817,61,270,2004
818,61,1122,2004
819,61,2822,2005
820,61,449,2008
821,63,17,2005
822,63,2824,2013
823,67,125,2002
824,67,108,2002
825,67,170,2002
826,67,526,2003
827,67,19,2003
828,67,868,2003
829,68,74,2002
830,68,144,2002
831,68,161,2002
832,68,14,2002
833,68,106,2002
834,68,239,2002
835,68,247,2002
836,68,271,2002
837,68,252,2002
838,68,351,2002
839,68,448,2003
840,68,467,2003
841,68,32,2003
842,68,621,2003
843,68,641,2003
844,68,681,2003
845,68,192,2003
846,68,782,2003
847,68,751,2003
848,68,837,2003
849,68,618,2003
850,68,834,2003
851,68,894,2003
852,68,1003,2003
853,68,1000,2003
854,68,1015,2003
855,68,1059,2003
856,68,1002,2003
857,68,1056,2003
858,68,1104,2003
859,68,1052,2003
860,68,124,2003
861,68,634,2004
862,68,998,2004
863,68,1330,2004
864,68,99,2004
865,68,1265,2004
866,68,1431,2004
867,68,1536,2004
868,68,1540,2004
869,68,1677,2004
870,68,1648,2004
871,68,2400,2004
872,68,1724,2004
873,68,1612,2004
874,68,1523,2004
875,68,1543,2004
876,68,17,2004
877,68,1551,2004
878,68,2410,2004
879,68,2186,2004
880,68,2533,2005
881,68,2830,2005
882,68,12,2005
883,68,2710,2005
884,68,3348,2006
885,68,4153,2006
886,68,4185,2006
887,68,4416,2006
888,68,4692,2006
889,68,4966,2007
890,68,4776,2007
891,68,5630,2008
892,68,5415,2008
893,68,5631,2008
894,68,5922,2008
895,68,5976,2008
896,68,5779,2008
897,68,5941,2008
898,68,6238,2009
899,68,6398,2009
900,68,7233,2010
901,68,7992,2010
902,68,8225,2011
903,68,8131,2011
904,69,56,2004
905,71,129,2002
906,71,106,2002
907,72,86,2002
908,72,449,2003
909,72,272,2003
910,72,618,2003
911,72,624,2003
912,72,1015,2003
913,72,1536,2005
914,72,74,2012
915,72,8808,2013
916,73,84,2002
917,74,455,2003
918,75,114,2002
919,75,177,2002
920,75,91,2002
921,75,270,2002
922,75,88,2002
923,75,416,2002
924,75,428,2002
925,75,432,2003
926,75,93,2003
927,75,34,2003
928,75,107,2003
929,75,131,2003
930,75,178,2003
931,75,538,2003
932,75,109,2003
933,75,25,2003
934,75,186,2003
935,75,394,2003
936,75,550,2003
937,75,99,2003
938,75,433,2003
939,75,4,2003
940,75,137,2003
941,75,1,2003
942,75,35,2004
943,75,30,2004
944,75,607,2004
945,75,191,2004
946,75,32,2004
947,75,102,2005
948,75,129,2005
949,75,171,2006
950,76,24,2002
951,76,96,2002
952,77,12,2002
953,77,25,2002
954,77,271,2002
955,77,294,2003
956,77,34,2003
957,77,32,2003
958,77,458,2003
959,77,467,2003
960,77,201,2003
961,77,251,2004
962,77,47,2004
963,77,26,2004
964,78,20,2003
965,78,14,2003
966,78,42,2003
967,78,15,2005
968,78,290,2008
969,78,82,2008
970,79,209,2002
971,79,240,2002
972,79,88,2002
973,79,107,2002
974,79,179,2002
975,79,191,2002
976,79,454,2003
977,79,25,2003
978,79,466,2003
979,79,678,2003
980,79,114,2003
981,79,199,2003
982,79,207,2003
983,79,270,2003
984,79,1,2003
985,79,131,2003
986,79,137,2003
987,79,538,2003
988,79,583,2003
989,79,32,2003
990,79,931,2003
991,79,23,2003
992,79,99,2003
993,79,46,2003
994,79,403,2004
995,79,246,2004
996,79,749,2004
997,79,223,2004
998,79,410,2004
999,79,555,2004
1000,79,82,2004
1001,79,12,2004
1002,79,186,2004
1003,79,452,2004
1004,79,737,2004
1005,79,455,2004
1006,79,192,2004
1007,79,101,2004
1008,79,971,2004
1009,79,72,2004
1010,79,475,2004
1011,79,171,2004
1012,79,91,2004
1013,79,224,2004
1014,79,406,2004
1015,79,413,2004
1016,79,225,2004
1017,79,106,2004
1018,79,358,2004
1019,79,488,2004
1020,79,575,2004
1021,79,681,2004
1022,79,692,2004
1023,79,750,2004
1024,79,221,2005
1025,79,8,2005
1026,79,472,2005
1027,79,607,2005
1028,79,1251,2005
1029,79,140,2005
1030,79,190,2005
1031,79,416,2005
1032,79,745,2005
1033,79,60,2005
1034,79,93,2005
1035,79,253,2005
1036,79,563,2005
1037,79,30,2005
1038,79,76,2005
1039,79,16,2005
1040,79,47,2005
1041,79,673,2005
1042,79,809,2005
1043,79,245,2005
1044,79,432,2005
1045,79,301,2006
1046,79,581,2006
1047,79,96,2006
1048,80,47,2003
1049,80,1551,2004
1050,80,289,2005
1051,81,550,2003
1052,82,137,2002
1053,82,394,2003
1054,82,93,2003
1055,82,737,2003
1056,82,433,2003
1057,82,53,2003
1058,82,345,2003
1059,82,91,2003
1060,82,809,2003
1061,82,583,2003
1062,82,223,2004
1063,82,403,2004
1064,82,432,2004
1065,82,23,2004
1066,82,455,2004
1067,82,101,2004
1068,82,131,2004
1069,82,488,2004
1070,82,207,2004
1071,82,916,2004
1072,82,177,2004
1073,82,60,2006
1074,82,114,2006
1075,84,108,2002
1076,85,144,2002
1077,85,24,2002
1078,85,74,2002
1079,85,245,2002
1080,85,247,2002
1081,85,289,2002
1082,85,252,2002
1083,85,413,2003
1084,85,447,2003
1085,85,640,2003
1086,85,581,2003
1087,85,681,2003
1088,85,26,2003
1089,85,822,2003
1090,85,824,2003
1091,85,1001,2003
1092,85,1059,2003
1093,85,1052,2003
1094,85,1000,2004
1095,85,1306,2004
1096,85,1081,2004
1097,85,1265,2004
1098,85,1429,2004
1099,85,1539,2004
1100,85,1543,2004
1101,85,360,2004
1102,85,1542,2004
1103,85,1958,2004
1104,85,1868,2004
1105,85,2724,2005
1106,85,1594,2005
1107,85,2734,2005
1108,85,2855,2005
1109,85,2436,2005
1110,85,2733,2005
1111,85,1677,2005
1112,85,2696,2005
1113,85,518,2005
1114,85,2926,2005
1115,85,3186,2005
1116,85,3321,2005
1117,85,3302,2006
1118,85,4403,2007
1119,85,4345,2007
1120,85,5586,2008
1121,85,5830,2008
1122,85,5779,2008
1123,85,6017,2008
1124,86,24,2002
1125,86,106,2004
1126,86,458,2005
1127,88,25,2002
1128,88,963,2006
1129,89,102,2002
1130,89,99,2002
1131,89,345,2002
1132,89,394,2002
1133,89,403,2002
1134,89,177,2003
1135,89,25,2003
1136,89,144,2003
1137,89,432,2003
1138,89,186,2003
1139,89,60,2003
1140,89,35,2003
1141,89,171,2004
1142,90,108,2002
1143,90,406,2003
1144,90,1947,2004
1145,91,191,2003
1146,95,86,2002
1147,95,26,2002
1148,95,271,2002
1149,95,272,2002
1150,95,291,2002
1151,95,226,2002
1152,95,146,2002
1153,95,92,2003
1154,95,612,2003
1155,95,1523,2004
1156,95,1540,2004
1157,95,1663,2004
1158,95,979,2004
1159,95,1543,2004
1160,95,1806,2004
1161,95,340,2004
1162,95,2580,2004
1163,95,148,2004
1164,95,1413,2004
1165,95,6130,2009
1166,95,4781,2009
1167,95,1508,2009
1168,95,6046,2009
1169,95,6047,2009
1170,95,6441,2009
1171,95,7405,2010
1172,98,360,2002
1173,98,226,2002
1174,98,472,2003
1175,98,17,2003
1176,98,412,2004
1177,98,636,2004
1178,99,161,2002
1179,99,544,2003
1180,99,19,2003
1181,99,458,2004
1182,99,2829,2007
1183,102,201,2002
1184,102,106,2003
1185,102,710,2003
1186,102,782,2003
1187,102,836,2003
1188,102,1002,2003
1189,102,1314,2004
1190,102,1532,2004
1191,102,1327,2004
1192,102,1697,2004
1193,102,1746,2004
1194,102,2430,2004
1195,102,2002,2005
1196,102,2837,2005
1197,102,3440,2005
1198,102,3446,2005
1199,102,3572,2006
1200,102,3574,2006
1201,102,2838,2006
1202,102,4441,2006
1203,102,4861,2007
1204,102,4688,2007
1205,102,5427,2007
1206,102,5418,2008
1207,102,8242,2011
1208,103,221,2002
1209,103,238,2002
1210,103,271,2002
1211,103,447,2003
1212,103,1552,2004
1213,103,325,2004
1214,105,199,2002
1215,106,199,2002
1216,107,199,2002
1217,107,102,2004
1218,108,13,2003
1219,108,24,2003
1220,108,86,2003
1221,108,488,2003
1222,108,16,2003
1223,108,26,2003
1224,108,12,2003
1225,108,144,2003
1226,108,240,2003
1227,108,23,2004
1228,108,32,2004
1229,108,14,2004
1230,108,25,2004
1231,108,737,2004
1232,108,35,2004
1233,108,452,2004
1234,108,1003,2004
1235,108,538,2004
1236,108,60,2004
1237,108,171,2004
1238,108,252,2004
1239,108,114,2004
1240,108,92,2005
1241,108,1056,2005
1242,108,53,2005
1243,108,621,2005
1244,108,85,2005
1245,108,1081,2005
1246,108,979,2005
1247,108,751,2005
1248,108,1544,2005
1249,108,17,2005
1250,108,1540,2005
1251,108,247,2006
1252,108,84,2006
1253,108,2186,2006
1254,108,2183,2006
1255,108,568,2006
1256,108,2369,2007
1257,108,1726,2007
1258,108,239,2008
1259,108,1805,2008
1260,108,1176,2008
1261,108,3408,2008
1262,108,4521,2009
1263,108,4416,2010
1264,108,6080,2010
1265,108,2679,2010
1266,108,959,2011
1267,108,2710,2011
1268,108,5025,2011
1269,108,4891,2011
1270,108,6399,2011
1271,110,239,2002
1272,110,2369,2004
1273,110,4549,2006
1274,110,4563,2006
1275,110,4574,2006
1276,110,4747,2007
1277,111,414,2002
1278,112,246,2002
1279,112,88,2002
1280,112,454,2003
1281,112,455,2003
1282,112,575,2003
1283,112,466,2003
1284,112,555,2004
1285,112,750,2004
1286,112,372,2004
1287,112,563,2004
1288,112,751,2004
1289,112,60,2005
1290,112,137,2005
1291,112,1543,2005
1292,112,1,2005
1293,112,639,2005
1294,112,4,2005
1295,112,5,2005
1296,112,89,2005
1297,112,830,2005
1298,112,1439,2005
1299,112,615,2006
1300,112,34,2006
1301,112,850,2006
1302,112,1644,2006
1303,112,2743,2008
1304,113,199,2002
1305,113,509,2003
1306,114,199,2002
1307,114,433,2008
1308,115,34,2002
1309,117,92,2003
1310,117,455,2003
1311,117,1090,2004
1312,117,2404,2004
1313,117,1783,2004
1314,117,1759,2004
1315,117,2921,2005
1316,118,353,2002
1317,118,289,2002
1318,118,444,2003
1319,118,449,2003
1320,118,447,2003
1321,118,482,2003
1322,118,56,2003
1323,118,458,2003
1324,118,630,2003
1325,118,586,2003
1326,118,640,2003
1327,118,1332,2004
1328,118,1806,2004
1329,118,1783,2004
1330,118,2533,2005
1331,118,2733,2005
1332,118,2835,2005
1333,118,4148,2006
1334,118,4422,2006
1335,118,4897,2007
1336,119,274,2002
1337,120,246,2003
1338,120,636,2003
1339,120,1413,2004
1340,121,289,2002
1341,122,102,2002
1342,122,403,2002
1343,122,35,2002
1344,122,177,2003
1345,122,25,2003
1346,122,114,2003
1347,122,32,2003
1348,122,144,2003
1349,122,178,2003
1350,122,432,2003
1351,122,82,2003
1352,122,23,2003
1353,122,88,2003
1354,122,107,2004
1355,122,186,2005
1356,123,240,2002
1357,124,289,2002
1358,125,296,2002
1359,125,450,2003
1360,125,160,2003
1361,125,226,2003
1362,125,555,2003
1363,125,294,2003
1364,125,632,2003
1365,125,581,2003
1366,125,586,2003
1367,125,822,2003
1368,125,618,2003
1369,125,289,2003
1370,125,201,2003
1371,127,296,2002
1372,128,91,2002
1373,128,406,2002
1374,128,455,2003
1375,129,252,2002
1376,129,916,2003
1377,129,8494,2011
1378,130,252,2002
1379,130,449,2003
1380,130,447,2003
1381,130,630,2003
1382,130,586,2003
1383,130,621,2003
1384,130,632,2003
1385,130,638,2003
1386,130,834,2003
1387,130,1059,2003
1388,132,252,2002
1389,133,271,2002
1390,133,673,2003
1391,133,1085,2003
1392,133,179,2005
1393,135,35,2002
1394,135,410,2002
1395,135,102,2003
1396,135,1339,2004
1397,135,1439,2004
1398,135,1968,2004
1399,135,137,2005
1400,136,358,2002
1401,136,100,2002
1402,136,209,2003
1403,136,191,2003
1404,136,227,2003
1405,136,538,2003
1406,136,60,2003
1407,136,35,2003
1408,136,93,2003
1409,136,135,2003
1410,136,452,2003
1411,136,1,2003
1412,136,12,2003
1413,136,17,2003
1414,136,345,2003
1415,136,53,2003
1416,136,270,2003
1417,136,13,2003
1418,136,26,2003
1419,136,131,2003
1420,136,24,2003
1421,136,433,2003
1422,136,240,2004
1423,136,1063,2004
1424,136,114,2004
1425,136,737,2004
1426,136,750,2004
1427,136,14,2004
1428,136,23,2004
1429,136,76,2004
1430,136,99,2005
1431,136,394,2005
1432,136,32,2005
1433,137,916,2003
1434,138,91,2002
1435,140,30,2002
1436,140,116,2004
1437,140,137,2005
1438,141,191,2002
1439,142,53,2002
1440,142,274,2003
1441,142,971,2004
1442,146,271,2002
1443,146,96,2003
1444,146,113,2005
1445,147,358,2002
1446,147,88,2003
1447,147,109,2004
1448,147,980,2005
1449,147,731,2005
1450,147,553,2006
1451,147,645,2006
1452,147,807,2006
1453,147,475,2006
1454,147,1219,2006
1455,147,816,2007
1456,147,1000,2007
1457,147,5044,2007
